SG_UE	NM_UE	CD_CARGO	DS_CARGO	SQ_CANDIDATO	NR_CANDIDATO	NM_CANDIDATO	NM_URNA_CANDIDATO
20834	MARI	13	VEREADOR	1,50002E+11	11123	VERA LUCIA DA SILVA PONTES	VERA PONTES
21679	SANTA HELENA	13	VEREADOR	1,50002E+11	40111	JOSÉ JUSCICLEDSON LOPES DE SENA	ZEZINHO BARROSO
20672	LAGOA SECA	13	VEREADOR	1,50002E+11	15555	ERIVALDO EUCLIDES DA SILVA	VAL DA VILA
19380	CAJAZEIRINHAS	12	VICE-PREFEITO	1,50002E+11	40	MARIA APARECIDA DANTAS DE ALMEIDA	CIDA DE SERGIO
20672	LAGOA SECA	13	VEREADOR	1,50002E+11	44756	MATEUS PINHEIRO DA SILVA	MATEUS PINHEIRO
19844	APARECIDA	13	VEREADOR	1,50002E+11	40444	FRANCISCO FARIAS JUNIOR	JUNIOR FARIAS
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	77456	JOSEMAR RODRIGUES DE FREITAS	COELHO RELOJOEIRO
19330	BARRA DE SANTA ROSA	13	VEREADOR	1,50002E+11	44111	ADRIANA BRITO ALMEIDA	ADRIANA ALMEIDA
20150	DONA INÊS	11	PREFEITO	1,50002E+11	40	ANTONIO JUSTINO DE ARAUJO NETO	ANTONIO JUSTINO
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	20222	SAULO MESSIAS GARCIA RIBEIRO	SAULO GERMANO
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	44773	ODAIR JOSE DE MENDONCA	ODAIR JOSÉ
22071	SAPÉ	13	VEREADOR	1,50002E+11	40888	EDJANE MARIA DOS SANTOS	JANE DO PEIXE
19089	CUITÉ DE MAMANGUAPE	13	VEREADOR	1,50002E+11	22777	JOSIVALDO MANOEL DA SILVA	JOSIVALDO DE CANABRAVA
20478	JACARAÚ	13	VEREADOR	1,50002E+11	10000	JAIR VITORINO DE OLIVEIRA FILHO	JUNIOR DE JAIR
22071	SAPÉ	13	VEREADOR	1,50002E+11	40333	UBIRATAN BATISTA DE SALES	SARGENTO UBIRATAN
20656	LAGOA DE DENTRO	13	VEREADOR	1,50002E+11	12333	GILVAM DA SILVA	GILVAM DO GRAVATÁ
21750	SANTA RITA	13	VEREADOR	1,50002E+11	12345	JOSÉ RAULINO DA SILVA	RAULINO
20079	CURRAL VELHO	13	VEREADOR	1,50002E+11	15888	RENATA GOMES PEREIRA	RENATINHA
19127	RIACHÃO DO BACAMARTE	13	VEREADOR	1,50002E+11	40222	EDVALDO FERREIRA DOS SANTOS	VADO DE PÉ DE LÃ
19658	CABEDELO	13	VEREADOR	1,50002E+11	29123	MANOEL FRANCISCO DA PENHA NETO	MANOEL NETO
19330	BARRA DE SANTA ROSA	13	VEREADOR	1,50002E+11	77555	MARIA JOSÉ SILVA GOMES	BIETE
20630	LAGOA	13	VEREADOR	1,50002E+11	12444	JUCELIO FERNANDES DA SILVA	CELIO DE ZECA
20818	MANAÍRA	13	VEREADOR	1,50002E+11	40111	FERNANDO SOUSA SILVA	FERNANDO SOUSA
19836	CARRAPATEIRA	13	VEREADOR	1,50002E+11	40222	FRANCISCA GONÇALVES BATISTA	LANIA DE VAGNER
19992	CRUZ DO ESPÍRITO SANTO	13	VEREADOR	1,50002E+11	10555	CELINA CRUZ DE MEIRELES OLIVEIRA	CELINA
19577	BREJO DO CRUZ	13	VEREADOR	1,50002E+11	45555	VANDERLEY MOTA PEREIRA	VANDERLEY MOTA
19160	LOGRADOURO	13	VEREADOR	1,50002E+11	15666	GEORGE MENDES BARBOSA	GEORGE MENDES
19011	ÁGUA BRANCA	13	VEREADOR	1,50002E+11	10333	JOSÉ VIANEIS EUFRASIO PEREIRA	ZÉ VIANEIS
19372	BAYEUX	13	VEREADOR	1,50002E+11	10022	NIEDJA CARMEN CAVALCANTI SILVA	NIEDJA CAVALCANTI
21750	SANTA RITA	13	VEREADOR	1,50002E+11	36222	LEANDRO BARBOSA DA SILVA	LÉO DA COMUNIDADE
19321	ASSUNÇÃO	13	VEREADOR	1,50002E+11	10777	PAULO VITOR BRITO DA SILVA	VITOR DE BAL
21733	SANTANA DOS GARROTES	13	VEREADOR	1,50002E+11	15678	LUCIA CLEIDE DA CONCEIÇÃO	NEGA
19755	CAJAZEIRAS	13	VEREADOR	1,50002E+11	33578	ANA PAULA DA SILVA SOARES	ANA SOARES
22071	SAPÉ	13	VEREADOR	1,50002E+11	11123	LEONARDO FERREIRA DE PONTES	LEO DE CHEIRINHO
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	12122	SIMONE KEYLA TORRES DI PACE	SIMONE DI PACE
20273	GUARABIRA	13	VEREADOR	1,50002E+11	44789	JAILSON PEREIRA DOS SANTOS	NOVINHO
19062	CAPIM	13	VEREADOR	1,50002E+11	15555	MARIA DO SOCORRO DOS SANTOS	SOCORRO DA SAÚDE
20273	GUARABIRA	13	VEREADOR	1,50002E+11	15100	ARMANDO SANTOS DE MELO	ARMANDO MELO
20273	GUARABIRA	12	VICE-PREFEITO	1,50002E+11	10	FLÁVIA FÉLIX PAREDES	DRA. FLÁVIA PAREDES
22411	UMBUZEIRO	13	VEREADOR	1,50002E+11	20333	JOSÉ LUIZ BARBOSA	LUIZ GÁS
20737	LUCENA	13	VEREADOR	1,50002E+11	15222	KENNEDY BATISTA DA COSTA	KENINHO
19798	CAMALAÚ	13	VEREADOR	1,50002E+11	10222	ELIEDSON BEZERRA BISPO	NETINHO MATIAS
19348	ZABELÊ	13	VEREADOR	1,50002E+11	55333	JAIR KARLY LEITE NEVES	JAIR
20370	INGÁ	13	VEREADOR	1,50002E+11	15999	MANOEL COSTA NUNES	MANOEL ARGEMIRO
20834	MARI	13	VEREADOR	1,50002E+11	13000	JOSE DE ARIMATEIA SILVA	TEMBA DA RAÇÃO 
20575	JUNCO DO SERIDÓ	13	VEREADOR	1,50002E+11	44444	ANTÔNIO LUDGÉRIO BEZERRA	ANTÔNIO LUDGÉRIO
22195	SERRARIA	13	VEREADOR	1,50002E+11	40555	FLAVIANO PINHEIRO DE CARVALHO	FLAVIANO OU CIANO
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	77111	EDVALDO PEREIRA DA SILVA	EDVALDO DO CIDADE VERDE
22276	SUMÉ	13	VEREADOR	1,50002E+11	11666	KIARA DE SOUSA BATISTA	KIARA
21610	SALGADINHO	12	VICE-PREFEITO	1,50002E+11	10	DÉBORA CRISTIANE FARIAS MORAIS	DÉBORA CRISTIANE
21750	SANTA RITA	13	VEREADOR	1,50002E+11	70999	RAILSON CONFESSOR DE SENA	RAILSON
21172	PATOS	13	VEREADOR	1,50002E+11	40444	MARCO CESAR SOUSA SIQUEIRA	MARCO CÉSAR
19283	SOSSÊGO	13	VEREADOR	1,50002E+11	15777	FLÁVIA DA COSTA SANTOS	FLAVINHA
21873	SÃO JOSÉ DE CAIANA	12	VICE-PREFEITO	1,50002E+11	22	ADRIANA MARIA CAVALCANTI MARSICANO	ADRIANA DE WALTER
19909	AREIA DE BARAÚNAS	12	VICE-PREFEITO	1,50002E+11	40	ROSICLEIDE PORFIRIO DA SILVA ALVES	NOVA
22098	SÃO VICENTE DO SERIDÓ	13	VEREADOR	1,50002E+11	44111	JOSÉ CARLOS DE VASCONCELOS	ZÉ CARLOS ELETRICISTA
20958	MONTEIRO	13	VEREADOR	1,50002E+11	22000	ANNY KAROLINY PEREIRA RAFAEL	KAROL
19992	CRUZ DO ESPÍRITO SANTO	13	VEREADOR	1,50002E+11	13000	JOALISSON DA SILVA FERREIRA	JOALISSON
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	77500	DANTE ZACCARA NETO	NETO ZACCARA
21091	OLHO D'ÁGUA	13	VEREADOR	1,50002E+11	10123	JOAQUIM MAMEDE NETO	QUINCA DE GRIGÓRIO
19267	SANTO ANDRÉ	13	VEREADOR	1,50002E+11	15555	LEANDRO PEDRO DOS SANTOS	LEANDRO DA OFICINA
21776	SANTA TERESINHA	13	VEREADOR	1,50002E+11	10100	CADMO JOSÉ CORDEIRO DE OLIVEIRA	CADMO CORDEIRO
19712	CACIMBA DE DENTRO	13	VEREADOR	1,50002E+11	40456	DALVANEIDE CONFESSOR DE SOUSA	PROFESSORA DALVANEIDE
19852	CATINGUEIRA	13	VEREADOR	1,50002E+11	10123	MARIA JOSÉ MAMEDES LEONEL MORAIS	NEGA DE LEONEL
19291	BAÍA DA TRAIÇÃO	13	VEREADOR	1,50002E+11	40123	JOSEMAR BERNARDO DOS SANTOS	DUDA DO CUMARÚ
21512	QUEIMADAS	13	VEREADOR	1,50002E+11	10789	LUCIANO DO RÊGO LEAL	LUCIANO DO RÊGO
19020	SOBRADO	13	VEREADOR	1,50002E+11	13000	JESSICA THAIS SERAFIM FERREIRA	JESSICA THAIS
21113	OLIVEDOS	13	VEREADOR	1,50002E+11	15000	EDGLEY TAVARES DA SILVA	EDGLEY DA CERÂMICA
21679	SANTA HELENA	13	VEREADOR	1,50002E+11	55333	BRENDA OLÍVIA PEREIRA BRUNO	BRENDA
21253	PEDRAS DE FOGO	12	VICE-PREFEITO	1,50002E+11	15	MANUELLA MAROJA ALVES	DRA MANUELLA
19453	BOM JESUS	13	VEREADOR	1,50002E+11	11456	TITO LIBIO DIAS	TITO
20451	ITATUBA	13	VEREADOR	1,50002E+11	15678	SUELIVALDO DA SILVA OLIVEIRA	VAVÁ DE SANTANA
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	10270	CLAUDIA GOMES VITORIANO	CLAUDIA GOMES VITORIANO
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	18700	MARCOS ANTONIO NASCIMENTO DINIZ	MARCOS DINIZ
19062	CAPIM	13	VEREADOR	1,50002E+11	20333	JOSÉ JOÃO DE BARROS	ZÉ ADAUTO
22039	SÃO SEBASTIÃO DE LAGOA DE ROÇA	13	VEREADOR	1,50002E+11	44567	WANDERSON FERREIRA DOS SANTOS	GALEGO DO GÁS
20435	ITAPOROROCA	13	VEREADOR	1,50002E+11	10111	LUIZ GONÇALVES DA COSTA	LUIZ DO MERCADO
20419	ITAPORANGA	13	VEREADOR	1,50002E+11	40777	SEBASTIÃO BENTO FILHO	IRMÃO OSEIAS
21814	SÃO JOÃO DO CARIRI	13	VEREADOR	1,50002E+11	10444	SAMARA DE SOUZA PEREIRA	SAMARA SOUZA
19674	CACHOEIRA DOS ÍNDIOS	13	VEREADOR	1,50002E+11	11000	CICERA EDIVANIA TAVARES DE LUNA	EDIVANIA TAVARES
20656	LAGOA DE DENTRO	13	VEREADOR	1,50002E+11	12777	GIVONALDO BARBOSA DE OLIVEIRA	GALEGO DE CLETO
19372	BAYEUX	13	VEREADOR	1,50002E+11	33888	ÁGUIDA VANDILMA SANTANA DA SILVA	ÁGUIDA DO SÃO BENTO
19194	ARARUNA	13	VEREADOR	1,50002E+11	45333	JOSÉ ADIMELSON DA COSTA PONTES	NELSON COSTA
21113	OLIVEDOS	12	VICE-PREFEITO	1,50002E+11	20	JAQUELINE BORGES COSTA	JAQUELINE
20877	MATARACA	13	VEREADOR	1,50002E+11	40789	ROSIMEURE MIRANDA DO NASCIMENTO	ROSE DA SAÚDE
20311	GURJÃO	13	VEREADOR	1,50002E+11	40777	FERNANDO HENRIQUES COUTINHO	FERNANDO COUTINHO
19054	ALAGOA GRANDE	13	VEREADOR	1,50002E+11	15123	ROSENILDO ALVES DE ARAUJO	ROSENILDO
19720	PARARI	13	VEREADOR	1,50002E+11	22444	MONICA VALÉRIA RAMOS BATISTA	MÔNICA
21393	PITIMBU	13	VEREADOR	1,50002E+11	12888	ALEXANDRE FELISMINO DE SANTANA	ALEXANDRE DA ÁGUA
19976	COREMAS	13	VEREADOR	1,50002E+11	10789	JOSÉ BURITI NETO	ZÉ BURITI
22179	SERRA REDONDA	13	VEREADOR	1,50002E+11	10777	CALINE PEDRO DA SILVA FREIRE	CALINE
20893	MOGEIRO	11	PREFEITO	1,50002E+11	10	JOSE ALBERTO FERREIRA	ALBERTO
21210	PEDRA BRANCA	13	VEREADOR	1,50002E+11	22222	EDMILSON FELIX DE OLIVEIRA	GALEGO FELIX
19658	CABEDELO	13	VEREADOR	1,50002E+11	77111	IVANIO DO NASCIMENTO	IVANIO DA MIRAMAR
22055	SÃO SEBASTIÃO DO UMBUZEIRO	13	VEREADOR	1,50002E+11	15121	EDINEIDE RODRIGUES DE SOUZA SILVA	LILA
20397	ITABAIANA	12	VICE-PREFEITO	1,50002E+11	15	JOSÉ UBIRATAN CORREIA DE MELO	UBIRATAN
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	55100	JOSEMBERG SILVA SANTOS	BERG NET
19968	MARCAÇÃO	13	VEREADOR	1,50002E+11	55123	RAFAEL SANTOS ALFREDO	RAFA DE CAMURUPIM
22250	SOUSA	13	VEREADOR	1,50002E+11	20123	MIGUEL FERNANDES PIMENTA NETO	MIGUEL PIMENTA
19194	ARARUNA	13	VEREADOR	1,50002E+11	13131	MANUEL SEVERINO DOS SANTOS	DATO DO PT
21059	NOVA OLINDA	13	VEREADOR	1,50002E+11	12333	MARIA LEITE PESSOA ROZADO	MARIA DE GENÉSIO
19720	PARARI	13	VEREADOR	1,50002E+11	22223	ADILSON FERRAZ BIZERRA	ADILSON FERRAZ
21695	SANTA LUZIA	13	VEREADOR	1,50002E+11	10789	ELTON JOHN MEDEIROS DE OLIVEIRA	ELTON MEDEIROS
19526	POÇO DE JOSÉ DE MOURA	13	VEREADOR	1,50002E+11	70123	FRANCISCO MOSA JOSIAS BATISTA	MOZART BATISTA
20230	FAGUNDES	13	VEREADOR	1,50002E+11	40555	ANTONIA JESSICA NASCIMENTO FAUSTINO	JÉSSICA DE LUAN DA CAÇAMBA
21792	SÃO BENTO	13	VEREADOR	1,50002E+11	10888	AGUINALDO BORGES DA SILVA	AGUINALDO BORGES
20370	INGÁ	13	VEREADOR	1,50002E+11	40888	DUCILEIDE RODRIGUES DA SILVA SOUSA	PIRRITA
19542	SÃO JOSÉ DO BREJO DO CRUZ	13	VEREADOR	1,50002E+11	22111	RIVARDIER DE OLIVEIRA SARAIVA	NEGÃO DE PITOTA
19909	AREIA DE BARAÚNAS	13	VEREADOR	1,50002E+11	10789	DJEAN FARIAS DE ANDRADE	DJEAN
22098	SÃO VICENTE DO SERIDÓ	13	VEREADOR	1,50002E+11	20111	MARIA JOSÉ ROBERTO	KITA VICENTE
19143	MATINHAS	11	PREFEITO	1,50002E+11	45	WEGHANY CABRAL DA SILVA	CABRAL DO POVO
19372	BAYEUX	13	VEREADOR	1,50002E+11	33669	SEVERINO DO RAMO TIBÚRCIO DA SILVA	TIBÚRCIO
19135	SÃO JOÃO DO RIO DO PEIXE	13	VEREADOR	1,50002E+11	10234	JOAO FERREIRA DE SOUSA FILHO	JOAO FILHO
22039	SÃO SEBASTIÃO DE LAGOA DE ROÇA	13	VEREADOR	1,50002E+11	45000	EDGLEIDE TERTO DA SILVA	EDGLEI
21210	PEDRA BRANCA	13	VEREADOR	1,50002E+11	10000	EDVANILDO PAZ DE SOUSA	EDVANILDO PAZ
21830	SÃO JOÃO DO TIGRE	12	VICE-PREFEITO	1,50002E+11	10	AUCILENE DUARTE TUTU	AUCILENE TUTU
19410	BELÉM DO BREJO DO CRUZ	13	VEREADOR	1,50002E+11	22333	DAGMAR LUIZ DANTAS DA SILVA	DAGMAR DANTAS
20893	MOGEIRO	13	VEREADOR	1,50002E+11	10333	SILVANIA CLEMENTINO SA DA SILVA OLIVEIRA	SILVANIA CLEMENTINO
21750	SANTA RITA	13	VEREADOR	1,50002E+11	65123	FABIO JULIO RAMOS DA SILVA	FABIANO DO ABACAXI
19372	BAYEUX	13	VEREADOR	1,50002E+11	40444	ROSIENE SARINHO SOARES RIBEIRO	ROSIENE SARINHO
21296	PICUÍ	13	VEREADOR	1,50002E+11	10333	MARIA EDNALVA DANTAS DOS SANTOS	EDNALVA
19348	ZABELÊ	13	VEREADOR	1,50002E+11	11111	MANOEL MESSIAS GALDINO DA SILVA	MESSIAS DOS PENHA
19968	MARCAÇÃO	13	VEREADOR	1,50002E+11	10113	WINDELANE PEREIRA DOS SANTOS	LANY POTIGUARA
19992	CRUZ DO ESPÍRITO SANTO	13	VEREADOR	1,50002E+11	13111	ELIANE LIMA DOS SANTOS	ELIANE
20036	CUITÉ	13	VEREADOR	1,50002E+11	12789	GEVITON RAFAEL DA SILVA PIMENTA	RAFAEL PIMENTA
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	33300	ROBETO LÚCIO DE OLIVEIRA DIAS	ROBERTO TUAREGS
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	11007	PAULO TARCISIO PESSOA JARDIM	TARCISIO JARDIM
20931	MONTE HOREBE	13	VEREADOR	1,50002E+11	15000	AGAMENON DIAS GUARITA JÚNIOR	JUNIOR GUARITA
19186	SERTÃOZINHO	13	VEREADOR	1,50002E+11	10612	JACIEL VIEIRA DA SILVA	JACIEL VIEIRA
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	55321	JOSUÉ BATISTA DOS SANTOS	JOSUÉ DIESEL
20834	MARI	13	VEREADOR	1,50002E+11	13513	MARIZETE VIEIRA DE OLIVEIRA	PROFESSORA MARIZETE
19976	COREMAS	12	VICE-PREFEITO	1,50002E+11	10	RODRIGO RODRIGUES CAVALCANTE LEITE	DR. RODRIGO
19020	SOBRADO	13	VEREADOR	1,50002E+11	20222	ALEX TAVARES DE OLIVEIRA	ALEX DO ALTERNATIVO
19607	CASSERENGUE	12	VICE-PREFEITO	1,50002E+11	22	IONALDO SILVINO ALVES	NALD SPORT
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	13900	ANA KARLA MUNIZ DA SILVA	KARLA SILVA
20796	MAMANGUAPE	13	VEREADOR	1,50002E+11	13222	JOSÉ RICARDO SANTOS DA SILVA	RICARDO CRIANÇA
19275	DAMIÃO	13	VEREADOR	1,50002E+11	15615	FRANCISCO BERTO DA SILVA	CHICO MEDEIROS
19283	SOSSÊGO	13	VEREADOR	1,50002E+11	15444	TIAGO SANTOS DE ALMEIDA	TIAGO ALMEIDA
19607	CASSERENGUE	11	PREFEITO	1,50002E+11	22	CICERA FREIRE DA SILVA	DINDA
19623	GADO BRAVO	13	VEREADOR	1,50002E+11	44567	FRANCISCO DE ASSIS BARBOSA	CHICO CARECA
19020	SOBRADO	13	VEREADOR	1,50002E+11	15111	RICARDO DE MELO MARTIM	RICARDO MARTIM
21512	QUEIMADAS	13	VEREADOR	1,50002E+11	13555	EDVALDO DAMIÃO DA SILVA	EDINHO DE D. LUZIA
19852	CATINGUEIRA	13	VEREADOR	1,50002E+11	44777	MARTIM LEITE SOARES	MARTIM
21377	PIRPIRITUBA	13	VEREADOR	1,50002E+11	40777	MANUEL SINESIO DINIZ	PASTOR MANUEL
21296	PICUÍ	13	VEREADOR	1,50002E+11	11123	FRANCISCO DAS CHAGAS DOS SANTOS	NENÉM
20893	MOGEIRO	13	VEREADOR	1,50002E+11	10000	EDIBERTO DE MELO FERREIRA	EDIBERTO
19020	SOBRADO	13	VEREADOR	1,50002E+11	20333	ROBERTO GOMES FERREIRA	ROBERTO DA BATATA
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	40800	JEFFERSON OLIVEIRA DE FRANÇA	DR JEFFERSON YOSEF
20915	MONTADAS	13	VEREADOR	1,50002E+11	45000	ELIANE COSTA DOMINGOS	ELIANE ARTUR
19615	CAAPORÃ	13	VEREADOR	1,50002E+11	18111	MANOEL MESSIAS DOS SANTOS	MESSIAS DO MANGABEIRA
19518	BOQUEIRÃO	13	VEREADOR	1,50002E+11	11815	JOANEIDE GOMES MACIEL	JANEIDE MACIEL
19518	BOQUEIRÃO	13	VEREADOR	1,50002E+11	11444	ROSIMILSON RANGEL DA SILVA	BARRINHA DO MOITA
21490	PUXINANÃ	13	VEREADOR	1,50002E+11	15444	MARIVALDO FERREIRA PEREIRA	MARIVALDO
19372	BAYEUX	13	VEREADOR	1,50002E+11	30123	JULIANA RAQUEL RIBEIRO DA SILVA	DRA JULIANA RAQUEL ENFERMEIRA
19178	ARARA	13	VEREADOR	1,50002E+11	40888	JOSE JAILSON DE SOUSA	JAILSON
19330	BARRA DE SANTA ROSA	13	VEREADOR	1,50002E+11	77000	CRISTIANO MATIAS FERREIRA	CRISTIANO DE ROSEIRA
19658	CABEDELO	13	VEREADOR	1,50002E+11	44777	RENATA ALMEIDA BARRETO FERREIRA	RENATA ALMEIDA
19119	ALHANDRA	13	VEREADOR	1,50002E+11	10000	NAYANNE ALVES DOS SANTOS	NAYANNE ALVES
19780	BARRA DE SANTANA	13	VEREADOR	1,50002E+11	20222	VIVIANE BEZERRA BARBOSA DIAS	VIVIANE DE TORRES
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	15666	WALTER GOMES DE ARAUJO	WALTER GOMES
19372	BAYEUX	13	VEREADOR	1,50002E+11	30333	RODRIGO GONZANGA DA SILVA	RODRIGO GONZAGA DA SILVA
19119	ALHANDRA	13	VEREADOR	1,50002E+11	10222	PAULO JOÃO DA SILVA	PAULO DE CABANA
19267	SANTO ANDRÉ	13	VEREADOR	1,50002E+11	10444	NÁDIA INÊS DA SILVA	NÁDIA INÊS
22250	SOUSA	13	VEREADOR	1,50002E+11	12345	ASSIS ESTRELA DE OLIVEIRA	ASSIS ESTRELA
20656	LAGOA DE DENTRO	13	VEREADOR	1,50002E+11	11666	EDNA MARIA NASCIMENTO DA PAZ	NUTRI EDNA PAZ
22179	SERRA REDONDA	11	PREFEITO	1,50002E+11	13	EZEQUIEL DIAS DE ALMEIDA	EZEQUIEL ALMEIDA DO PT
19941	BOA VISTA	13	VEREADOR	1,50002E+11	44567	SEBASTIÃO PEREIRA PÔRTO	SEBASTIÃO PORTO
22071	SAPÉ	13	VEREADOR	1,50002E+11	11444	JOSE OZEBIO SOARES DE MELO	BIM DO MUTIRAO II
20672	LAGOA SECA	13	VEREADOR	1,50002E+11	44555	JOSÉ ROBERTO PEQUENO	BETO DO FLORIANO
19399	BELÉM	13	VEREADOR	1,50002E+11	44442	JORGE ERLANDO BATISTA DA SILVA	JORGE ERLANDO
21490	PUXINANÃ	13	VEREADOR	1,50002E+11	13333	KARLA KAROLAINE AQUINO DA SILVA	KARLA SILVA
19674	CACHOEIRA DOS ÍNDIOS	13	VEREADOR	1,50002E+11	13111	MARIA TAMIRLLI PEREIRA DE SOUZA SANTOS	LÔRA DA IMPUEIRAS
19658	CABEDELO	13	VEREADOR	1,50002E+11	13444	MARIA JOSE LOPES DA SILVA	MARIA JOSÉ
19054	ALAGOA GRANDE	13	VEREADOR	1,50002E+11	22000	DANIELA CRUZ DA SILVA NASCIMENTO	DANIELA DE ANTONIO DO DOCE
20915	MONTADAS	13	VEREADOR	1,50002E+11	55678	JAILSON GUIDA LISBOA	JAILSON GUIDA
19615	CAAPORÃ	13	VEREADOR	1,50002E+11	33555	EMANUEL BERNARDO DE SOUZA SILVA	PIPO
21512	QUEIMADAS	13	VEREADOR	1,50002E+11	44123	FRANCISCO DE ASSIS DA COSTA CAVALCANTI	CHIQUINHO 
20133	DIAMANTE	13	VEREADOR	1,50002E+11	12136	MERCIA ALVES BASILIO	MERCIA BASILIO
21059	NOVA OLINDA	13	VEREADOR	1,50002E+11	12777	MARIA SEVERINA DAVID DE ARAÚJO GOMES	LINDA DAVID
20052	CUITEGI	13	VEREADOR	1,50002E+11	15456	LAELSON FERNANDES RIBEIRO	DIDA
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	70123	BRUNO FARIAS DE PAIVA	BRUNO FARIAS
22411	UMBUZEIRO	13	VEREADOR	1,50002E+11	13555	JOSE ORLANDO JERONIMO DE LIMA	KARKARÁ DO AGUDO
20079	CURRAL VELHO	13	VEREADOR	1,50002E+11	15456	ANTONIO PEREIRA DE SALES	ANTONIO COELHO
19518	BOQUEIRÃO	13	VEREADOR	1,50002E+11	45369	FRANCIMAR GONÇALVES BARBOSA	FRANCIMAR VIOLA
21954	SÃO JOSÉ DO SABUGI	13	VEREADOR	1,50002E+11	15111	JOSÉ UMBERTO ALMEIDA DA SILVA	MINEIRO
19372	BAYEUX	13	VEREADOR	1,50002E+11	12345	JOSÉ LUIZ DE LIRA ANDRADE	ZÉ LUIZ FILHO DE NEUZA DO SESI
21598	RIO TINTO	13	VEREADOR	1,50002E+11	15999	SERGIO BARBOSA DA SILVA	IRMÃO SERGIO
21318	PILAR	13	VEREADOR	1,50002E+11	13777	JOSÉ CARLOS GOMES DE SILVA	NICO
21555	REMÍGIO	12	VICE-PREFEITO	1,50002E+11	11	AFONSO ANTONIO GALVÃO	CORONEL GALVÃO
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	55800	JOSE HUMBERTO LIRA DO RÊGO	HUMBERTO FESTAS
19658	CABEDELO	13	VEREADOR	1,50002E+11	13200	MARIA CLÁUDIA MOURA PEREIRA	CLÁUDIA DA ÓTICA
19844	APARECIDA	13	VEREADOR	1,50002E+11	12222	IGOR SÁ ARAÚJO	IGOR DE FLADIN
21296	PICUÍ	13	VEREADOR	1,50002E+11	13789	JOSINAILSON DANTAS FERNANDES	JOKINHA DANTAS
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	70111	FRANCISCO HENRIQUE DA SILVA	CHICO DO SINDICATO
20893	MOGEIRO	13	VEREADOR	1,50002E+11	15222	SEVERINO DOMINGOS DA SILVA	BRANCO DO SINDICATO
19305	BARAÚNA	11	PREFEITO	1,50002E+11	10	AUSTRYANEE JERONIMO DOS SANTOS	AUSTRYANEE JERONIMO
21750	SANTA RITA	13	VEREADOR	1,50002E+11	30225	ARIANE DA SILVA LIMA	ARIANE LIMA
19410	BELÉM DO BREJO DO CRUZ	11	PREFEITO	1,50002E+11	40	GERMANO LACERDA DA CUNHA	DR GERMANO
21814	SÃO JOÃO DO CARIRI	13	VEREADOR	1,50002E+11	55888	MILLANA SUELLE GOUVEIA FERREIRA DE BRITO	MILLANA FERREIRA
20354	IMACULADA	13	VEREADOR	1,50002E+11	55777	ALEXANDRE ALVES NOBREGA	ALEXANDRE NOBREGA
19429	SÃO DOMINGOS	13	VEREADOR	1,50002E+11	40123	RENAN CASIMIRO	JÚNIOR DO PIPA
19208	RIACHÃO	11	PREFEITO	1,50002E+11	45	FABIO MOURA DE MOURA	FABIO MOURA
21393	PITIMBU	13	VEREADOR	1,50002E+11	77555	LUIZ BATISTA DOS SANTOS FILHO	BIROBA
19933	CONDE	13	VEREADOR	1,50002E+11	70123	EMERSON ENEAS DA SILVA	EMERSON ENÉAS
21172	PATOS	13	VEREADOR	1,50002E+11	10444	DAMIÃO MEDEIROS DE OLIVEIRA	DAMIÃO DA STTRANS
19720	PARARI	12	VICE-PREFEITO	1,50002E+11	44	MARIA DAS MERCES DA SILVA GALDINO	MERCÊS GALDINO
21296	PICUÍ	13	VEREADOR	1,50002E+11	13000	JOSÉ ADRIANO BENTO DOS SANTOS AZEVEDO	ZÉ BURGUESA
21016	NAZAREZINHO	12	VICE-PREFEITO	1,50002E+11	10	AGNES PLATINY VALE	AGNES PLATINY
20397	ITABAIANA	13	VEREADOR	1,50002E+11	15123	ROSANE MARIA DE ALMEIDA	ROSANE ALMEIDA
20672	LAGOA SECA	13	VEREADOR	1,50002E+11	15678	VENEZIANO GONÇALVES PEREIRA	VENEZIANO GONÇALVES
21253	PEDRAS DE FOGO	13	VEREADOR	1,50002E+11	20000	JOSÉ ITAMAR MONTEIRO DA SILVA	ITAMAR MONTEIRO
20559	JUAZEIRINHO	13	VEREADOR	1,50002E+11	55333	ANTÔNIO MOTA DE FARIAS FILHO	ANTÔNIO MOTA
